freq,unit,sector,cofog99,na_item,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,MIO_EUR,S1313,GF0504,TE,MT	1.7 	1.9 	2.0 	1.9 	1.9 	2.1 	2.2 
A,MIO_EUR,S1313,GF0504,TE,NL	1655.0 	679.0 	615.0 	636.0 	774.0 	741.0 	676.0 
A,MIO_EUR,S1313,GF0504,TE,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0504,TE,PL	14.2 	13.9 	14.9 	33.5 	19.1 	44.0 	53.0 
A,MIO_EUR,S1313,GF0504,TE,PT	160.5 	137.2 	168.5 	159.3 	165.0 	189.2 	229.4 p
A,MIO_EUR,S1313,GF0504,TE,RO	0.3 	0.3 	0.4 	0.5 	0.5 	0.4 	0.5 
A,MIO_EUR,S1313,GF0504,TE,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0504,TE,SI	1.8 	1.8 	2.3 	4.0 	4.8 	5.6 	5.3 
A,MIO_EUR,S1313,GF0504,TE,SK	18.2 	10.5 	10.3 	11.0 	11.9 	11.4 	12.9 
A,MIO_EUR,S1313,GF0505,TE,BE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,BG	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1313,GF0505,TE,CH	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 
A,MIO_EUR,S1313,GF0505,TE,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,CZ	0.0 	0.0 n	0.0 n	0.0 n	0.1 	0.1 	0.2 
A,MIO_EUR,S1313,GF0505,TE,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,ES	3.0 	2.0 	4.0 	4.0 	5.0 	4.0 	2.0 p
A,MIO_EUR,S1313,GF0505,TE,FI	2.0 b	2.0 	2.0 	2.0 	4.0 	4.0 	4.0 
A,MIO_EUR,S1313,GF0505,TE,FR	14.0 	52.0 	69.0 	108.0 	144.0 	180.0 p	286.0 p
A,MIO_EUR,S1313,GF0505,TE,HR	4.0 	4.0 	3.4 	3.0 	3.5 	3.5 	3.3 
A,MIO_EUR,S1313,GF0505,TE,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,IE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,IS	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,IT	881.0 	856.0 	868.0 	872.0 	905.0 	896.0 	966.0 
A,MIO_EUR,S1313,GF0505,TE,LT	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1313,GF0505,TE,LU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,LV	0.1 	0.1 	0.1 	0.2 	0.1 	0.2 	0.1 
A,MIO_EUR,S1313,GF0505,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,NL	7.0 	14.0 	20.0 	20.0 	18.0 	19.0 	20.0 
A,MIO_EUR,S1313,GF0505,TE,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,PL	0.0 	0.0 	0.0 	0.0 	0.6 	1.2 	1.1 
A,MIO_EUR,S1313,GF0505,TE,PT	0.7 	0.9 	1.0 	3.6 	6.0 	7.5 	9.2 p
A,MIO_EUR,S1313,GF0505,TE,RO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0505,TE,SI	0.5 	0.5 	1.0 	1.3 	2.7 	1.6 	2.3 
A,MIO_EUR,S1313,GF0505,TE,SK	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 
A,MIO_EUR,S1313,GF0506,TE,BE	181.7 	186.1 	191.3 	201.7 	259.8 	246.1 	264.4 
A,MIO_EUR,S1313,GF0506,TE,BG	0.3 	0.5 	0.4 	7.8 	0.1 	0.4 	0.6 
A,MIO_EUR,S1313,GF0506,TE,CH	40.9 	39.4 	35.1 	29.8 	30.4 	28.3 	28.8 
A,MIO_EUR,S1313,GF0506,TE,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0506,TE,CZ	7.1 	6.1 	6.8 	9.7 	11.6 	8.4 	9.1 
A,MIO_EUR,S1313,GF0506,TE,DK	277.3 	273.9 	281.6 	283.8 	297.2 	306.3 	317.2 
A,MIO_EUR,S1313,GF0506,TE,EE	2.3 	2.2 	2.6 	2.9 	2.4 	1.8 	1.9 
A,MIO_EUR,S1313,GF0506,TE,EL	0.0 	0.0 	1.0 	1.0 	1.0 	1.0 	2.0 
A,MIO_EUR,S1313,GF0506,TE,ES	80.0 	116.0 	52.0 	50.0 	49.0 	42.0 	41.0 p
A,MIO_EUR,S1313,GF0506,TE,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0506,TE,FR	353.0 	328.0 	359.0 	364.0 	367.0 	383.0 p	401.0 p
A,MIO_EUR,S1313,GF0506,TE,HR	21.2 	20.3 	23.2 	23.8 	27.3 	28.5 	27.0 
A,MIO_EUR,S1313,GF0506,TE,HU	0.3 	0.3 	0.8 	2.0 	1.7 	6.4 	8.4 
A,MIO_EUR,S1313,GF0506,TE,IE	4.1 	6.1 	6.8 	7.6 	7.8 	7.8 	7.8 
A,MIO_EUR,S1313,GF0506,TE,IS	2.2 	2.2 	2.7 	3.2 	3.0 	9.0 	4.4 
A,MIO_EUR,S1313,GF0506,TE,IT	432.0 	447.0 	419.0 	213.0 	216.0 	222.0 	202.0 
A,MIO_EUR,S1313,GF0506,TE,LT	1.9 	2.4 	2.4 	4.4 	3.5 	4.7 	4.9 
A,MIO_EUR,S1313,GF0506,TE,LU	1.8 	2.1 	2.5 	2.3 	2.9 	3.4 	3.3 
A,MIO_EUR,S1313,GF0506,TE,LV	0.9 	1.4 	1.3 	1.7 	1.6 	1.7 	2.9 
A,MIO_EUR,S1313,GF0506,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0506,TE,NL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0506,TE,NO	243.8 	233.6 	243.4 	284.8 	278.9 	295.4 	316.0 
A,MIO_EUR,S1313,GF0506,TE,PL	371.0 	356.6 	345.1 	359.5 	382.5 	385.1 	432.8 
A,MIO_EUR,S1313,GF0506,TE,PT	45.4 	56.9 	52.6 	42.7 	58.7 	36.8 	40.1 p
A,MIO_EUR,S1313,GF0506,TE,RO	5.5 	8.2 	7.9 	8.9 	11.1 	16.3 	18.2 
A,MIO_EUR,S1313,GF0506,TE,SE	162.5 	167.1 	160.1 	186.4 	238.6 	251.2 	239.7 
A,MIO_EUR,S1313,GF0506,TE,SI	1.4 	1.1 	1.5 	1.5 	4.5 	2.6 	2.3 
A,MIO_EUR,S1313,GF0506,TE,SK	22.2 	14.6 	17.5 	19.4 	19.9 	22.2 	28.2 
A,MIO_EUR,S1313,GF06,TE,AT	565.9 	545.5 	544.3 	604.5 	529.1 	472.8 	521.1 
A,MIO_EUR,S1313,GF06,TE,BE	768.8 	943.6 	874.0 	928.0 	912.1 	883.3 	982.5 
A,MIO_EUR,S1313,GF06,TE,BG	920.7 	356.4 	433.8 	551.4 	704.4 	429.0 	634.1 
A,MIO_EUR,S1313,GF06,TE,CH	1015.5 	961.6 	964.1 	989.0 	1122.7 	1227.1 	1224.4 
A,MIO_EUR,S1313,GF06,TE,CY	82.0 	75.7 	79.1 	90.2 	97.4 	97.8 	200.9 
A,MIO_EUR,S1313,GF06,TE,CZ	791.2 	753.9 	845.9 	1305.2 	1135.5 	1070.6 	1107.7 
A,MIO_EUR,S1313,GF06,TE,DE	7864.0 	8123.0 	8252.0 	8955.0 	9394.0 p	10066.0 p	10439.0 p
A,MIO_EUR,S1313,GF06,TE,DK	135.8 	350.7 	267.5 	364.8 	253.3 	424.1 	269.1 
A,MIO_EUR,S1313,GF06,TE,EA19	46114.0 	44265.9 	44602.2 	46735.0 	50245.7 	49652.0 	53301.3 
A,MIO_EUR,S1313,GF06,TE,EA20	46655.1 	44851.6 	45185.4 	47187.9 	50729.7 	50125.0 	53787.3 
A,MIO_EUR,S1313,GF06,TE,EE	73.0 	74.0 	83.8 	85.2 	112.2 	110.0 	143.4 
A,MIO_EUR,S1313,GF06,TE,EL	322.0 	365.0 	348.0 	365.0 	346.0 	395.0 	427.0 
A,MIO_EUR,S1313,GF06,TE,ES	3734.0 	3183.0 	3260.0 	3139.0 	3234.0 	3094.0 	3375.0 p
A,MIO_EUR,S1313,GF06,TE,EU27_2020	55848.3 	52436.9 	53192.5 	56867.3 	60871.0 	59868.0 	63774.7 
A,MIO_EUR,S1313,GF06,TE,FI	422.0 b	274.0 	423.0 	395.0 	461.0 	488.0 	638.0 
A,MIO_EUR,S1313,GF06,TE,FR	19402.0 	19181.0 	19323.0 	20017.0 	22267.0 	20860.0 p	22866.0 p
A,MIO_EUR,S1313,GF06,TE,HR	541.0 	585.6 	583.2 	453.0 	484.0 	473.0 	485.9 
A,MIO_EUR,S1313,GF06,TE,HU	903.8 	499.0 	559.9 	581.9 	704.4 	787.6 	778.8 
A,MIO_EUR,S1313,GF06,TE,IE	798.1 	818.4 	857.1 	1131.0 	1169.3 	1440.7 	1342.1 
A,MIO_EUR,S1313,GF06,TE,IS	59.8 	62.9 	80.8 	99.8 	91.6 	81.5 	94.6 
A,MIO_EUR,S1313,GF06,TE,IT	7249.0 	6418.0 	6233.0 	6121.0 	6423.0 	6297.0 	6569.0 
A,MIO_EUR,S1313,GF06,TE,LT	98.1 	130.1 	163.7 	200.6 	219.6 	255.8 	239.5 
A,MIO_EUR,S1313,GF06,TE,LU	110.9 	115.5 	138.8 	171.7 	152.0 	148.3 	177.2 
A,MIO_EUR,S1313,GF06,TE,LV	218.8 	214.8 	281.9 	317.6 	305.1 	338.9 	322.4 
A,MIO_EUR,S1313,GF06,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF06,TE,NL	2969.0 	2599.0 	2379.0 	2702.0 	3068.0 	3113.0 	3274.0 
A,MIO_EUR,S1313,GF06,TE,NO	2573.6 	2732.5 	2729.1 	2867.2 	2947.8 	2888.1 	2952.2 
A,MIO_EUR,S1313,GF06,TE,PL	2484.0 	2185.0 	2268.2 	2662.9 	2706.0 	2452.6 	2541.6 
A,MIO_EUR,S1313,GF06,TE,PT	761.1 	734.2 	837.1 	909.8 	974.8 	1042.8 	1205.0 p
A,MIO_EUR,S1313,GF06,TE,RO	1512.2 	1257.4 	1277.3 	1408.6 	1872.9 	1848.8 	1896.4 
A,MIO_EUR,S1313,GF06,TE,SE	2445.4 	2182.9 	2354.5 	2804.7 	2764.7 	2730.4 	2759.7 
A,MIO_EUR,S1313,GF06,TE,SI	211.9 	149.3 	179.8 	182.4 	162.8 	164.2 	184.5 
A,MIO_EUR,S1313,GF06,TE,SK	463.4 	321.7 	344.6 	420.0 	418.3 	384.5 	394.8 
A,MIO_EUR,S1313,GF0601,TE,BE	178.3 	126.3 	196.1 	203.2 	215.0 	170.3 	158.0 
A,MIO_EUR,S1313,GF0601,TE,BG	481.7 	159.8 	166.3 	266.0 	355.6 	173.1 	254.4 
A,MIO_EUR,S1313,GF0601,TE,CH	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0601,TE,CY	24.0 	23.6 	22.6 	26.5 	27.5 	27.5 	61.5 
A,MIO_EUR,S1313,GF0601,TE,CZ	127.0 	210.6 	277.7 	308.5 	248.7 	189.0 	225.6 
A,MIO_EUR,S1313,GF0601,TE,DK	135.5 	350.7 	245.7 	363.3 	251.0 	423.4 	269.1 
A,MIO_EUR,S1313,GF0601,TE,EE	20.9 	21.6 	27.2 	27.8 	34.8 	30.8 	33.7 
A,MIO_EUR,S1313,GF0601,TE,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0601,TE,ES	1378.0 	895.0 	882.0 	945.0 	1022.0 	993.0 	1101.0 p
A,MIO_EUR,S1313,GF0601,TE,FI	-182.0 b	-333.0 	-208.0 	-249.0 	-241.0 	-222.0 	-248.0 
A,MIO_EUR,S1313,GF0601,TE,FR	2232.0 	2398.0 	2175.0 	2339.0 	2394.0 	2372.0 p	2702.0 p
A,MIO_EUR,S1313,GF0601,TE,HR	16.6 	15.0 	13.3 	17.3 	19.6 	20.0 	20.8 
A,MIO_EUR,S1313,GF0601,TE,HU	1.5 	-3.8 	-24.4 	-28.3 	-21.1 	37.3 	40.6 
A,MIO_EUR,S1313,GF0601,TE,IE	243.1 	202.0 	241.2 	356.5 	354.1 	594.3 	470.1 
A,MIO_EUR,S1313,GF0601,TE,IS	6.0 	1.9 	2.0 	2.1 	2.6 	2.6 	1.8 
A,MIO_EUR,S1313,GF0601,TE,IT	1030.0 	895.0 	815.0 	872.0 	859.0 	809.0 	768.0 
A,MIO_EUR,S1313,GF0601,TE,LT	12.7 	11.6 	24.1 	18.3 	18.7 	18.9 	22.8 
A,MIO_EUR,S1313,GF0601,TE,LU	4.3 	8.3 	15.8 	42.8 	29.9 	30.1 	33.2 
A,MIO_EUR,S1313,GF0601,TE,LV	64.8 	58.4 	75.7 	89.0 	84.4 	101.0 	94.7 
A,MIO_EUR,S1313,GF0601,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0601,TE,NL	1567.0 	1246.0 	1068.0 	1238.0 	1451.0 	1538.0 	1626.0 
A,MIO_EUR,S1313,GF0601,TE,NO	1536.3 	1654.6 	1579.3 	1662.0 	1652.4 	1548.0 	1454.2 
A,MIO_EUR,S1313,GF0601,TE,PL	1138.8 	965.3 	981.2 	1148.3 	1231.4 	1055.9 	1048.1 
A,MIO_EUR,S1313,GF0601,TE,PT	173.7 	148.4 	205.3 	240.3 	286.7 	328.4 	381.7 p
A,MIO_EUR,S1313,GF0601,TE,RO	149.5 	181.3 	196.0 	210.9 	333.4 	278.0 	306.7 
A,MIO_EUR,S1313,GF0601,TE,SE	857.1 	624.3 	600.1 	706.5 	734.3 	715.0 	599.3 
A,MIO_EUR,S1313,GF0601,TE,SI	35.8 	26.9 	33.1 	42.0 	39.7 	49.1 	52.2 
A,MIO_EUR,S1313,GF0601,TE,SK	61.6 	56.8 	62.0 	56.0 	65.1 	42.9 	46.6 
A,MIO_EUR,S1313,GF0602,TE,BE	392.3 	614.7 	476.4 	512.5 	506.5 	498.3 	505.5 
A,MIO_EUR,S1313,GF0602,TE,BG	44.8 	37.0 	41.6 	47.1 	54.7 	49.7 	58.4 
A,MIO_EUR,S1313,GF0602,TE,CH	250.2 	204.1 	241.4 	237.1 	307.1 	317.9 	328.2 
A,MIO_EUR,S1313,GF0602,TE,CY	27.7 	24.7 	26.8 	30.2 	33.1 	33.4 	73.3 
A,MIO_EUR,S1313,GF0602,TE,CZ	276.0 	160.5 	196.1 	572.1 	436.0 	373.5 	339.8 
A,MIO_EUR,S1313,GF0602,TE,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0602,TE,EE	15.4 	17.5 	17.9 	17.8 	21.1 	20.8 	23.7 
A,MIO_EUR,S1313,GF0602,TE,EL	1.0 	1.0 	0.0 	1.0 	1.0 	1.0 	3.0 
A,MIO_EUR,S1313,GF0602,TE,ES	559.0 	525.0 	488.0 	276.0 	219.0 	194.0 	213.0 p
A,MIO_EUR,S1313,GF0602,TE,FI	371.0 b	365.0 	341.0 	335.0 	358.0 	335.0 	509.0 
A,MIO_EUR,S1313,GF0602,TE,FR	12875.0 	12465.0 	12705.0 	13028.0 	14846.0 	13624.0 p	14701.0 p
A,MIO_EUR,S1313,GF0602,TE,HR	326.1 	347.0 	315.6 	226.6 	239.8 	239.5 	250.6 
A,MIO_EUR,S1313,GF0602,TE,HU	15.4 	10.6 	20.3 	33.1 	46.5 	50.6 	62.8 
A,MIO_EUR,S1313,GF0602,TE,IE	146.1 	189.4 	200.4 	341.2 	349.3 	337.6 	338.4 
A,MIO_EUR,S1313,GF0602,TE,IS	44.4 	50.5 	68.7 	86.1 	77.0 	65.3 	79.4 
A,MIO_EUR,S1313,GF0602,TE,IT	3063.0 	2705.0 	2429.0 	2279.0 	2551.0 	2396.0 	2503.0 
A,MIO_EUR,S1313,GF0602,TE,LT	51.7 	85.1 	101.5 	143.6 	147.2 	173.8 	149.3 
A,MIO_EUR,S1313,GF0602,TE,LU	12.5 	12.8 	11.9 	15.2 	15.2 	12.7 	18.4 
A,MIO_EUR,S1313,GF0602,TE,LV	59.0 	55.7 	82.9 	93.8 	88.4 	95.6 	90.1 
A,MIO_EUR,S1313,GF0602,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0602,TE,NL	1088.0 	1015.0 	952.0 	1075.0 	1220.0 	1263.0 	1325.0 
A,MIO_EUR,S1313,GF0602,TE,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0602,TE,PL	280.5 	267.1 	314.8 	360.7 	351.5 	312.7 	350.3 
A,MIO_EUR,S1313,GF0602,TE,PT	337.4 	337.9 	344.5 	361.7 	358.8 	369.7 	424.3 p
A,MIO_EUR,S1313,GF0602,TE,RO	23.6 	122.2 	158.0 	132.9 	170.9 	164.9 	163.8 
A,MIO_EUR,S1313,GF0602,TE,SE	912.9 	904.2 	994.0 	1306.6 	1269.5 	1245.9 	1367.9 
A,MIO_EUR,S1313,GF0602,TE,SI	13.1 	13.3 	15.0 	15.3 	12.0 	14.5 	16.4 
A,MIO_EUR,S1313,GF0602,TE,SK	206.6 	147.9 	162.9 	219.9 	223.5 	213.5 	222.0 
A,MIO_EUR,S1313,GF0603,TE,BE	39.4 	41.0 	43.1 	35.2 	44.2 	42.3 	32.6 
A,MIO_EUR,S1313,GF0603,TE,BG	130.1 	47.2 	80.2 	81.1 	79.6 	69.5 	128.2 
A,MIO_EUR,S1313,GF0603,TE,CH	765.3 	757.4 	722.7 	751.9 	815.5 	909.2 	896.2 
A,MIO_EUR,S1313,GF0603,TE,CY	16.3 	15.0 	16.3 	18.4 	20.1 	20.2 	14.7 
A,MIO_EUR,S1313,GF0603,TE,CZ	194.7 	172.3 	183.7 	211.8 	229.6 	268.8 	292.2 
A,MIO_EUR,S1313,GF0603,TE,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0603,TE,EE	7.7 	7.0 	9.2 	5.2 	6.9 	7.8 	9.3 
A,MIO_EUR,S1313,GF0603,TE,EL	235.0 	260.0 	241.0 	253.0 	230.0 	271.0 	292.0 
A,MIO_EUR,S1313,GF0603,TE,ES	484.0 	476.0 	567.0 	511.0 	569.0 	514.0 	556.0 p
A,MIO_EUR,S1313,GF0603,TE,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0603,TE,FR	2820.0 	2695.0 	2799.0 	2905.0 	3135.0 	3030.0 p	3258.0 p
A,MIO_EUR,S1313,GF0603,TE,HR	11.3 	9.0 	19.4 	16.1 	13.3 	14.3 	13.8 
A,MIO_EUR,S1313,GF0603,TE,HU	397.7 	37.3 	38.7 	51.0 	57.1 	85.1 	69.5 
A,MIO_EUR,S1313,GF0603,TE,IE	408.9 	427.0 	415.5 	433.3 	465.9 	508.8 	533.6 
A,MIO_EUR,S1313,GF0603,TE,IS	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0603,TE,IT	1639.0 	1224.0 	1124.0 	1096.0 	1185.0 	1181.0 	1332.0 
A,MIO_EUR,S1313,GF0603,TE,LT	1.9 	1.3 	3.0 	4.8 	6.2 	4.7 	4.0 
A,MIO_EUR,S1313,GF0603,TE,LU	62.3 	55.5 	63.4 	58.7 	61.0 	61.7 	65.6 
A,MIO_EUR,S1313,GF0603,TE,LV	35.5 	32.5 	41.9 	45.6 	50.9 	49.8 	48.5 
A,MIO_EUR,S1313,GF0603,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0603,TE,NL	171.0 	171.0 	189.0 	213.0 	218.0 	121.0 	127.0 
A,MIO_EUR,S1313,GF0603,TE,NO	1037.4 	1078.0 	1149.8 	1205.2 	1295.4 	1340.1 	1498.0 
A,MIO_EUR,S1313,GF0603,TE,PL	425.5 	337.1 	348.1 	492.8 	450.6 	397.7 	443.8 
A,MIO_EUR,S1313,GF0603,TE,PT	206.1 	218.1 	258.2 	279.8 	296.9 	308.2 	357.1 p
A,MIO_EUR,S1313,GF0603,TE,RO	380.2 	256.5 	219.0 	247.0 	465.5 	438.3 	367.9 
A,MIO_EUR,S1313,GF0603,TE,SE	675.4 	654.5 	760.4 	791.6 	760.9 	769.5 	792.5 
A,MIO_EUR,S1313,GF0603,TE,SI	126.7 	73.7 	95.5 	89.2 	76.7 	63.5 	78.6 
A,MIO_EUR,S1313,GF0603,TE,SK	9.8 	11.1 	15.3 	22.8 	17.9 	17.4 	15.5 
A,MIO_EUR,S1313,GF0604,TE,BE	145.0 	152.1 	147.2 	164.3 	133.4 	162.7 	279.7 
A,MIO_EUR,S1313,GF0604,TE,BG	50.6 	57.9 	55.7 	62.3 	74.0 	53.3 	73.3 
A,MIO_EUR,S1313,GF0604,TE,CH	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	43.8 
A,MIO_EUR,S1313,GF0604,TE,CZ	135.6 	145.3 	166.2 	184.9 	200.4 	208.9 	229.8 
A,MIO_EUR,S1313,GF0604,TE,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,EE	22.5 	20.0 	21.8 	25.4 	29.7 	35.6 	54.2 
A,MIO_EUR,S1313,GF0604,TE,EL	86.0 	104.0 	107.0 	111.0 	115.0 	123.0 	132.0 
A,MIO_EUR,S1313,GF0604,TE,ES	1272.0 	1245.0 	1280.0 	1354.0 	1378.0 	1350.0 	1461.0 p
A,MIO_EUR,S1313,GF0604,TE,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,FR	1407.0 	1353.0 	1409.0 	1487.0 	1528.0 	1465.0 p	1513.0 p
A,MIO_EUR,S1313,GF0604,TE,HR	60.7 	59.9 	58.3 	60.5 	68.7 	70.1 	69.2 
A,MIO_EUR,S1313,GF0604,TE,HU	93.4 	86.3 	90.6 	85.3 	94.9 	91.5 	90.3 
A,MIO_EUR,S1313,GF0604,TE,IE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,IS	8.3 	9.3 	9.0 	10.2 	10.3 	12.0 	12.2 
A,MIO_EUR,S1313,GF0604,TE,IT	1517.0 	1594.0 	1865.0 	1874.0 	1828.0 	1911.0 	1966.0 
A,MIO_EUR,S1313,GF0604,TE,LT	21.6 	21.5 	23.5 	20.8 	32.5 	34.9 	42.8 
A,MIO_EUR,S1313,GF0604,TE,LU	15.8 	17.3 	18.5 	19.6 	20.9 	20.4 	21.1 
A,MIO_EUR,S1313,GF0604,TE,LV	45.0 	50.7 	58.3 	63.2 	57.7 	66.1 	63.5 
A,MIO_EUR,S1313,GF0604,TE,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,NL	131.0 	149.0 	150.0 	156.0 	161.0 	172.0 	175.0 
A,MIO_EUR,S1313,GF0604,TE,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,PL	378.5 	365.4 	376.6 	386.5 	391.4 	416.7 	415.3 
A,MIO_EUR,S1313,GF0604,TE,PT	26.7 	15.1 	19.4 	17.9 	18.9 	23.1 	27.3 p
A,MIO_EUR,S1313,GF0604,TE,RO	227.8 	192.1 	194.5 	218.0 	241.4 	243.3 	262.6 
A,MIO_EUR,S1313,GF0604,TE,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0604,TE,SI	36.2 	35.3 	36.2 	35.9 	34.4 	37.2 	37.4 
A,MIO_EUR,S1313,GF0604,TE,SK	135.7 	61.7 	58.0 	68.0 	57.4 	58.4 	59.9 
A,MIO_EUR,S1313,GF0605,TE,BE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,BG	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1313,GF0605,TE,CH	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,CZ	0.3 	0.3 	0.3 	0.4 	0.3 	0.4 	0.4 
A,MIO_EUR,S1313,GF0605,TE,DK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,EE	0.0 	0.0 	0.0 	0.3 	0.5 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,ES	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p
A,MIO_EUR,S1313,GF0605,TE,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p	0.0 p
A,MIO_EUR,S1313,GF0605,TE,HR	6.6 	6.9 	8.6 	9.4 	10.6 	10.9 	8.6 
A,MIO_EUR,S1313,GF0605,TE,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,IE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,IS	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,IT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,LT	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1313,GF0605,TE,LU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1313,GF0605,TE,LV	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 
