freq,unit,sector,cofog99,na_item,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,MIO_EUR,S13,GF0406,TE,PL	90.7 	40.8 	43.5 	62.1 	54.7 	60.6 	88.9 
A,MIO_EUR,S13,GF0406,TE,PT	91.6 	39.6 	39.6 	38.9 	48.4 	43.9 	44.7 p
A,MIO_EUR,S13,GF0406,TE,RO	101.3 	102.8 	77.5 	135.0 	107.6 	125.3 	111.1 
A,MIO_EUR,S13,GF0406,TE,SE	92.2 	96.1 	96.1 	107.3 	104.1 	113.8 	254.2 
A,MIO_EUR,S13,GF0406,TE,SI	8.1 	8.6 	11.6 	13.4 	10.4 	12.5 	12.2 
A,MIO_EUR,S13,GF0406,TE,SK	24.8 	23.5 	28.6 	40.7 	43.2 	37.3 	45.4 
A,MIO_EUR,S13,GF0407,TE,AT	530.2 	561.8 	572.0 	619.4 	587.9 	642.5 	718.4 
A,MIO_EUR,S13,GF0407,TE,BE	488.7 	499.3 	473.0 	543.9 	542.4 	494.5 	619.2 
A,MIO_EUR,S13,GF0407,TE,BG	9.5 	10.0 	14.2 	21.9 	22.1 	44.3 	48.7 
A,MIO_EUR,S13,GF0407,TE,CH	883.2 	887.0 	896.3 	882.2 	907.2 	1044.2 	1062.7 
A,MIO_EUR,S13,GF0407,TE,CY	76.7 	81.0 	86.8 	106.5 	92.2 	85.8 	97.6 
A,MIO_EUR,S13,GF0407,TE,CZ	570.7 	469.3 	527.3 	345.6 	594.6 	627.5 	494.7 
A,MIO_EUR,S13,GF0407,TE,DE	5147.0 	5073.0 	5223.0 	5741.0 	5762.0 p	10074.0 p	9005.0 p
A,MIO_EUR,S13,GF0407,TE,DK	147.5 	152.6 	160.8 	172.1 	197.8 	279.7 	186.5 
A,MIO_EUR,S13,GF0407,TE,EA19	21139.2 	20640.8 	20912.9 	24837.0 	25906.1 	38032.9 	43851.6 
A,MIO_EUR,S13,GF0407,TE,EA20	21285.8 	20795.9 	21073.0 	25140.0 	26208.2 	38322.7 	44164.4 
A,MIO_EUR,S13,GF0407,TE,EE	23.5 	16.8 	20.6 	30.0 	26.6 	48.2 	26.4 
A,MIO_EUR,S13,GF0407,TE,EL	40.0 	62.0 	58.0 	60.0 	64.0 	61.0 	79.0 
A,MIO_EUR,S13,GF0407,TE,ES	2492.0 	1903.0 	1857.0 	1967.0 	1907.0 	2223.0 	3310.0 p
A,MIO_EUR,S13,GF0407,TE,EU27_2020	22891.4 	22246.2 	22666.5 	26566.1 	28177.2 	40622.6 	46200.5 
A,MIO_EUR,S13,GF0407,TE,FI	0.0 	0.0 	0.0 	0.0 	0.0 	125.0 	11.0 
A,MIO_EUR,S13,GF0407,TE,FR	6335.0 	6842.0 	7235.0 	10015.0 	10745.0 	11377.0 p	10924.0 p
A,MIO_EUR,S13,GF0407,TE,HR	146.5 	155.1 	160.2 	303.0 	302.2 	289.8 	312.8 
A,MIO_EUR,S13,GF0407,TE,HU	305.8 	412.4 	542.0 	485.2 	773.2 	939.3 	876.1 
A,MIO_EUR,S13,GF0407,TE,IE	318.0 	313.7 	310.2 	331.7 	358.8 	388.2 	382.4 
A,MIO_EUR,S13,GF0407,TE,IS	10.9 	16.8 	19.6 	20.9 	19.9 	33.5 	40.0 
A,MIO_EUR,S13,GF0407,TE,IT	2247.0 	2026.3 	1841.2 	2030.1 	2291.5 	8656.3 	14624.3 
A,MIO_EUR,S13,GF0407,TE,LT	42.1 	17.5 	24.9 	50.1 	65.8 	71.6 	66.9 
A,MIO_EUR,S13,GF0407,TE,LU	65.8 	78.5 	92.0 	74.3 	106.9 	219.1 	145.7 
A,MIO_EUR,S13,GF0407,TE,LV	17.3 	23.0 	29.6 	32.9 	41.5 	80.4 	31.9 
A,MIO_EUR,S13,GF0407,TE,MT	55.9 	80.9 	83.2 	89.3 	131.3 	133.6 	171.4 
A,MIO_EUR,S13,GF0407,TE,NL	2542.0 	2419.0 	2389.0 	2555.0 	2561.0 	2607.0 	2710.0 
A,MIO_EUR,S13,GF0407,TE,NO	47.8 	19.4 	17.7 	18.4 	19.8 	15.6 	35.4 
A,MIO_EUR,S13,GF0407,TE,PL	376.9 	185.6 	131.7 	162.3 	171.9 	189.6 	186.6 
A,MIO_EUR,S13,GF0407,TE,PT	584.4 	341.4 	361.3 	341.6 	366.3 	396.7 	419.2 p
A,MIO_EUR,S13,GF0407,TE,RO	20.9 	21.4 	18.5 	24.8 	34.6 	37.1 	12.8 
A,MIO_EUR,S13,GF0407,TE,SE	174.3 	199.2 	199.0 	214.2 	174.9 	182.5 	230.6 
A,MIO_EUR,S13,GF0407,TE,SI	62.4 	90.9 	81.5 	101.4 	112.9 	216.2 	368.7 
A,MIO_EUR,S13,GF0407,TE,SK	71.2 	210.6 	174.6 	147.9 	143.0 	132.8 	140.6 
A,MIO_EUR,S13,GF0408,TE,AT	2815.5 	2932.6 	3158.7 	3549.9 	3683.0 	4096.0 	3940.7 
A,MIO_EUR,S13,GF0408,TE,BE	1101.6 	1249.6 	1235.6 	1178.1 	1245.6 	1418.7 	1457.2 
A,MIO_EUR,S13,GF0408,TE,BG	40.8 	36.9 	45.2 	12.6 	0.2 	3.8 	4.5 
A,MIO_EUR,S13,GF0408,TE,CH	724.6 	699.6 	661.1 	659.0 	750.2 	857.2 	809.6 
A,MIO_EUR,S13,GF0408,TE,CY	18.8 	16.6 	13.5 	14.8 	15.5 	13.6 	16.8 
A,MIO_EUR,S13,GF0408,TE,CZ	398.9 	369.3 	436.5 	522.9 	604.8 	569.1 	581.3 
A,MIO_EUR,S13,GF0408,TE,DE	6370.0 	7448.0 	7976.0 	8422.0 	9000.0 p	9871.0 p	10131.0 p
A,MIO_EUR,S13,GF0408,TE,DK	284.1 	309.6 	312.4 	370.8 	248.7 	393.2 	339.5 
A,MIO_EUR,S13,GF0408,TE,EA19	43695.0 	46278.3 	48188.1 	51077.0 	52951.2 	56542.6 	59220.5 
A,MIO_EUR,S13,GF0408,TE,EA20	43744.8 	46325.4 	48235.2 	51107.7 	52985.1 	56576.0 	59264.9 
A,MIO_EUR,S13,GF0408,TE,EE	51.5 	43.3 	58.4 	65.3 	54.5 	65.4 	71.8 
A,MIO_EUR,S13,GF0408,TE,EL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S13,GF0408,TE,ES	4030.0 	3871.0 	3933.0 	4192.0 	4172.0 	4239.0 	4704.0 p
A,MIO_EUR,S13,GF0408,TE,EU27_2020	45926.5 	48391.3 	50417.5 	53470.4 	55288.5 	59215.1 	61915.5 
A,MIO_EUR,S13,GF0408,TE,FI	1135.0 b	1089.0 	1126.0 	1118.0 	1152.0 	1947.0 	1486.0 
A,MIO_EUR,S13,GF0408,TE,FR	17961.0 	17976.0 	18673.0 	18699.0 	18906.0 	20025.0 p	21062.0 p
A,MIO_EUR,S13,GF0408,TE,HR	49.8 	47.1 	47.2 	30.7 	33.9 	33.4 	44.4 
A,MIO_EUR,S13,GF0408,TE,HU	290.5 	211.1 	194.5 	219.4 	219.8 	409.9 	394.6 
A,MIO_EUR,S13,GF0408,TE,IE	407.7 	458.7 	475.9 	558.9 	575.9 	575.7 	592.8 
A,MIO_EUR,S13,GF0408,TE,IS	55.2 	67.9 	82.9 	81.7 	76.2 	72.6 	74.8 
A,MIO_EUR,S13,GF0408,TE,IT	5855.3 	6771.6 	7080.1 	8724.4 	9367.5 	9243.5 	10174.8 
A,MIO_EUR,S13,GF0408,TE,LT	0.1 	0.1 	0.0 	0.1 	0.1 	0.2 	0.3 
A,MIO_EUR,S13,GF0408,TE,LU	243.7 	232.9 	252.1 	270.6 	291.0 	329.1 	307.7 
A,MIO_EUR,S13,GF0408,TE,LV	0.2 	0.3 	0.4 	0.3 	0.4 	0.4 	0.3 
A,MIO_EUR,S13,GF0408,TE,MT	18.6 	1.1 	2.6 	3.3 	1.0 	0.4 	0.9 
A,MIO_EUR,S13,GF0408,TE,NL	3121.0 	3660.0 	3671.0 	3619.0 	3871.0 	4076.0 	4583.0 
A,MIO_EUR,S13,GF0408,TE,NO	1563.6 	1639.3 	1840.6 	1900.5 	1996.1 	1776.6 	1971.2 
A,MIO_EUR,S13,GF0408,TE,PL	558.6 	548.2 	576.6 	598.0 	610.0 	634.0 	638.9 
A,MIO_EUR,S13,GF0408,TE,PT	369.9 	335.1 	347.9 	451.0 	388.7 	412.7 	448.3 p
A,MIO_EUR,S13,GF0408,TE,RO	281.3 	222.3 	212.9 	249.4 	247.5 	253.8 	271.2 
A,MIO_EUR,S13,GF0408,TE,SE	327.6 	368.5 	404.3 	389.7 	372.6 	375.3 	420.7 
A,MIO_EUR,S13,GF0408,TE,SI	154.5 	156.7 	161.0 	172.7 	186.2 	189.6 	203.0 
A,MIO_EUR,S13,GF0408,TE,SK	40.4 	35.6 	22.8 	37.7 	40.8 	39.3 	39.8 
A,MIO_EUR,S13,GF0409,TE,AT	42.3 	86.1 	69.0 	78.8 	100.3 	97.9 	87.7 
A,MIO_EUR,S13,GF0409,TE,BE	89.1 	36.9 	32.8 	37.9 	40.2 	88.2 	110.3 
A,MIO_EUR,S13,GF0409,TE,BG	: z	: z	: z	0.0 	0.0 	0.1 	0.0 
A,MIO_EUR,S13,GF0409,TE,CH	37.5 	38.2 	31.0 	25.4 	23.2 	30.9 	27.4 
A,MIO_EUR,S13,GF0409,TE,CY	1.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 
A,MIO_EUR,S13,GF0409,TE,CZ	328.4 	348.6 	411.7 	438.1 	368.6 	417.0 	436.9 
A,MIO_EUR,S13,GF0409,TE,DE	6103.0 	6198.0 	6621.0 	6088.0 	6647.0 p	7082.0 p	7679.0 p
A,MIO_EUR,S13,GF0409,TE,DK	34.3 	26.7 	24.5 	23.7 	37.2 	28.0 	28.6 
A,MIO_EUR,S13,GF0409,TE,EA19	10590.7 	10142.7 	15887.5 	11425.0 	12440.7 	14260.6 	16433.0 
A,MIO_EUR,S13,GF0409,TE,EA20	10615.0 	10172.2 	15927.6 	11461.9 	12479.7 	14301.1 	16474.9 
A,MIO_EUR,S13,GF0409,TE,EE	21.7 	23.1 	24.0 	27.6 	29.1 	31.5 	53.8 
A,MIO_EUR,S13,GF0409,TE,EL	869.0 	683.0 	966.0 	1656.0 	2207.0 	2343.0 	2938.0 
A,MIO_EUR,S13,GF0409,TE,ES	434.0 	380.0 	366.0 	355.0 	366.0 	968.0 	443.0 p
A,MIO_EUR,S13,GF0409,TE,EU27_2020	11366.8 	10938.8 	16901.3 	12379.5 	13337.6 	15213.0 	17468.3 
A,MIO_EUR,S13,GF0409,TE,FI	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S13,GF0409,TE,FR	1975.0 	1863.0 	7201.0 	1861.0 	1839.0 	2057.0 p	3684.0 p
A,MIO_EUR,S13,GF0409,TE,HR	24.3 	29.5 	40.1 	36.9 	39.0 	40.5 	41.9 
A,MIO_EUR,S13,GF0409,TE,HU	46.8 	41.9 	85.8 	94.7 	82.3 	67.7 	109.6 
A,MIO_EUR,S13,GF0409,TE,IE	238.9 	229.0 	234.6 	261.4 	259.9 	145.4 	146.2 
A,MIO_EUR,S13,GF0409,TE,IS	19.6 	34.6 	47.3 	59.7 	60.3 	76.5 	116.3 
A,MIO_EUR,S13,GF0409,TE,IT	510.0 	460.9 	194.6 	836.5 	740.0 	1225.6 	976.0 
A,MIO_EUR,S13,GF0409,TE,LT	94.4 	18.1 	20.9 	22.3 	24.9 	31.7 	28.6 
A,MIO_EUR,S13,GF0409,TE,LU	6.6 	5.3 	6.5 	7.1 	6.5 	7.0 	9.3 
A,MIO_EUR,S13,GF0409,TE,LV	75.3 	41.7 	64.7 	100.9 	82.0 	71.2 	73.1 
A,MIO_EUR,S13,GF0409,TE,MT	0.0 	0.0 	1.2 	0.4 	4.2 	3.7 	0.0 
A,MIO_EUR,S13,GF0409,TE,NL	93.0 	54.0 	50.0 	52.0 	56.0 	71.0 	150.0 
A,MIO_EUR,S13,GF0409,TE,NO	541.5 	664.5 	650.3 	725.3 	758.5 	822.1 	739.9 
A,MIO_EUR,S13,GF0409,TE,PL	159.0 	145.6 	200.5 	184.1 	169.6 	175.4 	194.2 
A,MIO_EUR,S13,GF0409,TE,PT	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S13,GF0409,TE,RO	156.3 	176.2 	224.9 	151.1 	175.0 	179.7 	192.6 
A,MIO_EUR,S13,GF0409,TE,SE	26.9 	27.6 	26.2 	25.7 	25.2 	44.0 	31.3 
A,MIO_EUR,S13,GF0409,TE,SI	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 
A,MIO_EUR,S13,GF0409,TE,SK	37.3 	63.5 	35.2 	39.9 	38.4 	37.1 	53.7 
A,MIO_EUR,S13,GF05,TE,AT	1397.7 	1348.4 	1324.0 	1436.2 	1573.6 	1577.4 	1751.4 
A,MIO_EUR,S13,GF05,TE,BE	5271.2 	5058.7 	5590.5 	5912.2 	6270.4 	6648.6 	6755.3 
A,MIO_EUR,S13,GF05,TE,BG	356.2 	321.8 	351.9 	393.1 	414.6 	427.7 	559.3 
A,MIO_EUR,S13,GF05,TE,CH	3697.9 	3725.8 	3634.3 	3504.3 	3612.2 	3930.5 	3842.9 
A,MIO_EUR,S13,GF05,TE,CY	62.8 	46.3 	55.6 	55.8 	61.8 	74.4 	89.8 
A,MIO_EUR,S13,GF05,TE,CZ	1881.0 	1329.4 	1556.3 	1796.4 	1881.5 	1945.2 	2219.6 
A,MIO_EUR,S13,GF05,TE,DE	16796.0 	17428.0 	17905.0 	19390.0 	20656.0 p	23107.0 p	20740.0 p
A,MIO_EUR,S13,GF05,TE,DK	1155.0 	1141.4 	1192.3 	1199.2 	1202.9 	1258.8 	1243.6 
A,MIO_EUR,S13,GF05,TE,EA19	87236.7 	87021.6 	88945.1 	93754.9 	99265.5 	103212.6 	105218.7 
A,MIO_EUR,S13,GF05,TE,EA20	87613.1 	87550.1 	89401.1 	94270.2 	99867.0 	103867.7 	106087.0 
A,MIO_EUR,S13,GF05,TE,EE	149.5 	128.8 	175.3 	193.4 	187.3 	184.2 	174.4 
A,MIO_EUR,S13,GF05,TE,EL	2598.0 	2631.0 	2481.0 	2482.0 	2511.0 	2704.0 	2187.0 
A,MIO_EUR,S13,GF05,TE,ES	9700.0 	9676.0 	10173.0 	10522.0 	11143.0 	11022.0 	12194.0 p
A,MIO_EUR,S13,GF05,TE,EU27_2020	98404.3 	95777.7 	98322.4 	104808.5 	111180.1 	115545.3 	119127.4 
A,MIO_EUR,S13,GF05,TE,FI	499.0 b	493.0 	453.0 	462.0 	464.0 	543.0 	579.0 
A,MIO_EUR,S13,GF05,TE,FR	22083.0 	21113.0 	21477.0 	22769.0 	24266.0 	23973.0 p	26013.0 p
A,MIO_EUR,S13,GF05,TE,HR	376.3 	528.5 	456.0 	515.3 	601.5 	655.1 	868.3 
A,MIO_EUR,S13,GF05,TE,HU	1341.4 	576.0 	831.8 	853.5 	1052.5 	1044.4 	1098.1 
A,MIO_EUR,S13,GF05,TE,IE	1194.3 	1225.5 	1223.3 	1294.5 	1353.7 	1433.4 	1483.4 
A,MIO_EUR,S13,GF05,TE,IS	87.6 	104.0 	135.4 	148.1 	140.4 	151.9 	157.4 
A,MIO_EUR,S13,GF05,TE,IT	14936.0 	15329.0 	15133.0 	15289.0 	16126.0 	16269.0 	16968.0 
A,MIO_EUR,S13,GF05,TE,LT	229.5 	206.8 	206.3 	223.0 	257.9 	266.0 	300.4 
A,MIO_EUR,S13,GF05,TE,LU	422.5 	399.7 	474.9 	531.3 	554.8 	668.3 	667.5 
A,MIO_EUR,S13,GF05,TE,LV	161.8 	134.7 	146.5 	168.5 	177.2 	166.9 	188.2 
A,MIO_EUR,S13,GF05,TE,MT	186.7 	109.6 	113.3 	174.8 	170.8 	186.3 	194.7 
A,MIO_EUR,S13,GF05,TE,NL	9320.0 	9827.0 	9973.0 	10649.0 	11106.0 	11838.0 	11938.0 
A,MIO_EUR,S13,GF05,TE,NO	3080.2 	3108.9 	3191.2 	3260.3 	3371.6 	3426.3 	3836.7 
A,MIO_EUR,S13,GF05,TE,PL	2586.5 	1783.3 	1816.1 	2441.8 	2791.9 	2952.8 	3224.3 
A,MIO_EUR,S13,GF05,TE,PT	1084.5 	1041.1 	1185.5 	1236.8 	1346.8 	1388.6 	1720.6 p
A,MIO_EUR,S13,GF05,TE,RO	1535.4 	1032.3 	934.2 	1496.5 	1620.2 	1483.8 	1678.8 
A,MIO_EUR,S13,GF05,TE,SE	1935.6 	2043.4 	2238.8 	2357.8 	2349.5 	2565.0 	3016.6 
A,MIO_EUR,S13,GF05,TE,SI	403.9 	227.8 	194.4 	248.0 	275.1 	299.0 	344.6 
A,MIO_EUR,S13,GF05,TE,SK	740.4 	597.2 	660.5 	717.4 	764.3 	863.4 	929.4 
A,MIO_EUR,S13,GF0501,TE,AT	173.2 	173.6 	173.5 	184.0 	190.6 	196.0 	216.3 
A,MIO_EUR,S13,GF0501,TE,BE	1529.1 	1631.7 	1726.6 	1847.9 	1994.2 	2058.9 	2009.5 
A,MIO_EUR,S13,GF0501,TE,BG	326.1 	279.2 	297.4 	333.6 	353.2 	361.2 	437.4 
A,MIO_EUR,S13,GF0501,TE,CH	1018.5 	986.4 	930.6 	887.4 	919.6 	977.7 	1014.2 
A,MIO_EUR,S13,GF0501,TE,CY	43.6 	37.6 	41.0 	45.9 	50.6 	51.0 	62.6 
A,MIO_EUR,S13,GF0501,TE,CZ	539.5 	489.1 	534.5 	617.5 	644.8 	641.5 	746.2 
A,MIO_EUR,S13,GF0501,TE,DE	5130.0 	5215.0 	5330.0 	5481.0 	5769.0 p	5995.0 p	6095.0 p
A,MIO_EUR,S13,GF0501,TE,DK	69.4 	73.2 	108.6 	119.0 	136.1 	135.2 	96.9 
A,MIO_EUR,S13,GF0501,TE,EA19	40319.5 	41113.9 	42042.3 	43410.6 	44924.9 	45729.5 	48043.0 
A,MIO_EUR,S13,GF0501,TE,EA20	40346.5 	41143.3 	42074.5 	43575.1 	45086.4 	45904.9 	48242.3 
A,MIO_EUR,S13,GF0501,TE,EE	41.4 	39.5 	52.7 	60.0 	70.0 	68.5 	85.8 
A,MIO_EUR,S13,GF0501,TE,EL	1172.0 	1124.0 	1116.0 	1253.0 	1276.0 	1379.0 	1432.0 
A,MIO_EUR,S13,GF0501,TE,ES	5805.0 	5901.0 	6383.0 	6549.0 	6940.0 	6915.0 	7454.0 p
A,MIO_EUR,S13,GF0501,TE,EU27_2020	43649.6 	43615.0 	44948.0 	46823.3 	48693.2 	49726.0 	52248.3 
A,MIO_EUR,S13,GF0501,TE,FI	76.0 b	75.0 	51.0 	55.0 	56.0 	55.0 	60.0 
A,MIO_EUR,S13,GF0501,TE,FR	11289.0 	10925.0 	11158.0 	11668.0 	12072.0 	12094.0 p	13134.0 p
A,MIO_EUR,S13,GF0501,TE,HR	26.9 	29.3 	32.2 	164.5 	161.6 	175.4 	199.3 
A,MIO_EUR,S13,GF0501,TE,HU	474.3 	159.3 	412.7 	510.6 	589.5 	605.0 	635.8 
A,MIO_EUR,S13,GF0501,TE,IE	30.3 	40.2 	61.0 	63.3 	65.5 	64.3 	64.6 
A,MIO_EUR,S13,GF0501,TE,IS	53.9 	63.6 	79.4 	88.2 	86.5 	91.1 	99.7 
A,MIO_EUR,S13,GF0501,TE,IT	9772.0 	10351.0 	10459.0 	10286.0 	10527.0 	10679.0 	11073.0 
A,MIO_EUR,S13,GF0501,TE,LT	136.9 	146.2 	84.4 	100.1 	111.4 	117.0 	135.2 
A,MIO_EUR,S13,GF0501,TE,LU	93.8 	102.4 	96.0 	101.4 	107.7 	123.6 	142.6 
A,MIO_EUR,S13,GF0501,TE,LV	87.2 	86.5 	82.1 	98.9 	112.0 	109.5 	117.4 
A,MIO_EUR,S13,GF0501,TE,MT	104.2 	60.8 	60.4 	72.2 	93.6 	106.8 	91.7 
A,MIO_EUR,S13,GF0501,TE,NL	4026.0 	4419.0 	4439.0 	4725.0 	4608.0 	4782.0 	4924.0 
A,MIO_EUR,S13,GF0501,TE,NO	677.3 	711.4 	733.8 	821.6 	841.4 	814.7 	903.8 
A,MIO_EUR,S13,GF0501,TE,PL	565.8 	372.7 	385.7 	505.8 	638.6 	699.5 	670.3 
A,MIO_EUR,S13,GF0501,TE,PT	335.3 	404.3 	431.8 	446.2 	533.1 	482.0 	555.3 p
A,MIO_EUR,S13,GF0501,TE,RO	799.6 	508.3 	531.5 	568.0 	689.9 	767.9 	763.5 
A,MIO_EUR,S13,GF0501,TE,SE	528.4 	589.9 	603.1 	593.6 	554.8 	610.8 	655.8 
A,MIO_EUR,S13,GF0501,TE,SI	86.5 	41.4 	14.0 	19.3 	21.6 	19.8 	24.1 
A,MIO_EUR,S13,GF0501,TE,SK	387.9 	339.9 	283.0 	354.5 	326.4 	433.0 	365.8 
A,MIO_EUR,S13,GF0502,TE,AT	383.5 	350.0 	307.3 	339.1 	374.1 	387.0 	391.9 
A,MIO_EUR,S13,GF0502,TE,BE	344.6 	332.8 	359.3 	435.8 	477.3 	529.3 	571.5 
A,MIO_EUR,S13,GF0502,TE,BG	2.2 	2.8 	11.3 	0.6 	0.7 	15.6 	64.4 
A,MIO_EUR,S13,GF0502,TE,CH	1539.7 	1613.8 	1617.7 	1535.9 	1674.5 	1761.5 	1768.9 
A,MIO_EUR,S13,GF0502,TE,CY	15.5 	0.0 	9.6 	5.0 	5.2 	14.2 	21.7 
A,MIO_EUR,S13,GF0502,TE,CZ	784.2 	355.8 	476.4 	528.2 	529.7 	562.8 	645.5 
A,MIO_EUR,S13,GF0502,TE,DE	4192.0 	4199.0 	3457.0 	4030.0 	4333.0 p	4695.0 p	4979.0 p
A,MIO_EUR,S13,GF0502,TE,DK	20.8 	25.7 	29.6 	31.3 	36.8 	45.1 	46.3 
A,MIO_EUR,S13,GF0502,TE,EA19	15845.0 	15392.3 	14768.6 	16050.4 	16948.2 	17511.0 	18389.8 
A,MIO_EUR,S13,GF0502,TE,EA20	15941.7 	15474.8 	14831.6 	16165.9 	17073.7 	17638.1 	18510.6 
A,MIO_EUR,S13,GF0502,TE,EE	15.8 	16.2 	16.9 	18.5 	18.2 	19.3 	16.8 
A,MIO_EUR,S13,GF0502,TE,EL	244.0 	159.0 	97.0 	112.0 	85.0 	94.0 	90.0 
A,MIO_EUR,S13,GF0502,TE,ES	1533.0 	1469.0 	1455.0 	1523.0 	1603.0 	1565.0 	1708.0 p
A,MIO_EUR,S13,GF0502,TE,EU27_2020	19342.6 	17469.5 	17281.2 	19172.0 	20302.8 	20863.7 	21848.9 
A,MIO_EUR,S13,GF0502,TE,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S13,GF0502,TE,FR	4470.0 	4269.0 	4430.0 	4691.0 	5030.0 	4751.0 p	5061.0 p
A,MIO_EUR,S13,GF0502,TE,HR	96.7 	82.5 	63.0 	115.5 	125.5 	127.1 	120.8 
A,MIO_EUR,S13,GF0502,TE,HU	564.9 	101.1 	248.0 	194.0 	309.5 	257.1 	217.7 
A,MIO_EUR,S13,GF0502,TE,IE	721.9 	754.3 	733.3 	762.6 	821.4 	888.2 	932.5 
A,MIO_EUR,S13,GF0502,TE,IS	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S13,GF0502,TE,IT	153.0 	443.0 	470.0 	527.0 	520.0 	619.0 	636.0 
A,MIO_EUR,S13,GF0502,TE,LT	4.8 	1.8 	2.7 	4.3 	4.9 	6.6 	6.7 
A,MIO_EUR,S13,GF0502,TE,LU	179.4 	198.7 	237.1 	273.0 	260.3 	283.0 	285.4 
A,MIO_EUR,S13,GF0502,TE,LV	12.2 	8.4 	9.4 	12.2 	12.3 	8.9 	11.8 
A,MIO_EUR,S13,GF0502,TE,MT	52.4 	20.2 	20.9 	54.4 	18.9 	21.0 	18.5 
A,MIO_EUR,S13,GF0502,TE,NL	2916.0 	2789.0 	2723.0 	2859.0 	3024.0 	3213.0 	3175.0 
A,MIO_EUR,S13,GF0502,TE,NO	1414.1 	1445.9 	1426.4 	1419.6 	1489.2 	1386.9 	1468.6 
A,MIO_EUR,S13,GF0502,TE,PL	1027.9 	489.0 	583.5 	1054.4 	1084.4 	1007.5 	990.0 
A,MIO_EUR,S13,GF0502,TE,PT	280.5 	232.3 	301.0 	230.3 	175.6 	246.2 	285.7 p
A,MIO_EUR,S13,GF0502,TE,RO	193.1 	233.0 	186.5 	254.5 	355.0 	348.6 	378.0 
A,MIO_EUR,S13,GF0502,TE,SE	807.9 	787.3 	914.5 	943.1 	913.0 	989.0 	996.4 
A,MIO_EUR,S13,GF0502,TE,SI	220.1 	83.1 	79.9 	96.8 	114.4 	111.1 	131.2 
A,MIO_EUR,S13,GF0502,TE,SK	106.4 	66.5 	59.0 	76.6 	70.5 	59.2 	67.1 
A,MIO_EUR,S13,GF0503,TE,AT	508.8 	457.3 	514.0 	570.4 	651.5 	645.2 	770.0 
A,MIO_EUR,S13,GF0503,TE,BE	2614.2 	2262.7 	2559.1 	2753.7 	2795.4 	3066.7 	3042.5 
A,MIO_EUR,S13,GF0503,TE,BG	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S13,GF0503,TE,CH	451.7 	447.7 	410.7 	410.6 	276.9 	391.1 	264.3 
A,MIO_EUR,S13,GF0503,TE,CY	2.5 	7.6 	4.0 	3.6 	4.0 	3.8 	5.0 
A,MIO_EUR,S13,GF0503,TE,CZ	38.8 	17.5 	14.9 	13.4 	63.4 	90.2 	114.4 
A,MIO_EUR,S13,GF0503,TE,DE	3741.0 	4052.0 	4901.0 	5493.0 	5913.0 p	7194.0 p	4295.0 p
A,MIO_EUR,S13,GF0503,TE,DK	157.0 	120.6 	146.8 	100.9 	107.7 	102.8 	103.7 
A,MIO_EUR,S13,GF0503,TE,EA19	12932.0 	12596.6 	13907.5 	15634.7 	17362.1 	19625.6 	16963.7 
A,MIO_EUR,S13,GF0503,TE,EA20	12944.2 	12609.5 	13918.9 	15657.5 	17382.6 	19643.7 	16989.7 
A,MIO_EUR,S13,GF0503,TE,EE	28.3 	15.0 	23.3 	51.9 	35.0 	28.3 	14.9 
A,MIO_EUR,S13,GF0503,TE,EL	1178.0 	1318.0 	1236.0 	1084.0 	1123.0 	1205.0 	638.0 
A,MIO_EUR,S13,GF0503,TE,ES	234.0 	242.0 	291.0 	421.0 	596.0 	459.0 	615.0 p
A,MIO_EUR,S13,GF0503,TE,EU27_2020	14136.5 	13487.7 	14626.9 	16709.8 	18423.0 	20609.6 	18363.4 
A,MIO_EUR,S13,GF0503,TE,FI	145.0 b	175.0 	157.0 	162.0 	165.0 	178.0 	183.0 
A,MIO_EUR,S13,GF0503,TE,FR	1742.0 	1611.0 	1580.0 	1818.0 	2466.0 	2597.0 p	3039.0 p
A,MIO_EUR,S13,GF0503,TE,HR	12.2 	12.9 	11.4 	22.7 	20.5 	18.1 	26.0 
A,MIO_EUR,S13,GF0503,TE,HU	141.1 	198.6 	61.2 	18.4 	19.8 	33.2 	29.1 
A,MIO_EUR,S13,GF0503,TE,IE	79.8 	75.5 	69.2 	75.3 	84.5 	90.6 	91.5 
A,MIO_EUR,S13,GF0503,TE,IS	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S13,GF0503,TE,IT	861.0 	703.0 	595.0 	1034.0 	1069.0 	1242.0 	1190.0 
A,MIO_EUR,S13,GF0503,TE,LT	16.8 	7.8 	55.9 	48.3 	54.8 	67.7 	76.0 
